@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
71,'2015/11/24 21:07:47:673',1,125.290733,64.983711,105.66935,175.282059,156.02446,156.79274,123.386787,109.596962,173.682755,168.153915,56.338806,31.510174,169.552841,161.074173,17.147947,8,0.68,0,0,0
72,'2015/11/24 21:07:47:734',1,125.519539,64.442482,126.817047,165.307007,150.608109,156.416077,127.391205,109.128845,171.999069,168.184677,61.941929,22.846384,157.127808,153.476456,17.99876,8,0.68,0,0,0
73,'2015/11/24 21:07:47:773',1,125.318848,63.788914,129.282028,170.408035,129.340759,158.599594,125.20443,109.655502,166.740921,165.761017,57.027287,27.539564,148.75209,156.663742,25.598337,8,0.68,0,0,0
74,'2015/11/24 21:07:47:837',1,124.730576,62.427563,132.626724,167.990479,165.308823,161.047134,112.592148,109.889053,176.551804,163.732071,50.457684,24.403301,150.534042,174.921082,19.713095,8,0.68,0,0,0
75,'2015/11/24 21:07:47:899',1,123.896721,61.574635,134.762695,175.259918,164.399857,162.014267,114.040749,109.817703,175.912155,162.370056,43.37011,22.919806,159.944061,168.441483,21.677345,8,0.68,0,0,0
76,'2015/11/24 21:07:47:920',1,123.896721,61.574635,134.762695,175.259918,164.399857,162.014267,114.040749,109.817703,175.912155,162.370056,43.37011,22.919806,159.944061,168.441483,21.677345,8,0.68,0,0,0
77,'2015/11/24 21:07:47:973',1,122.935585,61.55106,178.207275,177.978546,150.62616,160.851486,119.1987,109.788712,173.435974,161.264465,63.375225,20.243816,173.271057,165.691269,25.299082,8,0.68,0,0,0
78,'2015/11/24 21:07:48:040',1,122.903259,61.835712,168.110016,169.552277,150.11142,165.007507,120.415749,110.011688,173.237915,162.766983,65.234146,22.749748,163.639786,170.247818,23.909927,8,0.68,0,0,0
79,'2015/11/24 21:07:48:060',1,122.903259,61.835712,168.110016,169.552277,150.11142,165.007507,120.415749,110.011688,173.237915,162.766983,65.234146,22.749748,163.639786,170.247818,23.909927,8,0.68,0,0,0
80,'2015/11/24 21:07:48:113',1,123.316032,63.288609,161.092911,167.332764,176.062805,164.99173,113.769135,109.896484,168.143234,164.753174,64.840523,21.757441,172.740616,161.908188,3.413754,8,0.68,0,0,0
