@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
105,'2015/11/25 23:40:56:131',1,97.484947,83.127274,173.045959,169.703171,169.153641,167.708527,101.938728,101.862671,147.089981,158.849319,172.493179,175.416092,175.157364,173.667023,50.574688,1,0.56,0,0,0
106,'2015/11/25 23:40:56:247',1,110.434563,90.307182,170.196625,167.580215,167.801987,170.209747,102.306511,102.056511,147.793152,160.288269,170.698105,172.237808,170.205719,176.345047,47.973019,1,0.56,0,0,0
107,'2015/11/25 23:40:56:387',1,108.594933,95.570831,168.433731,168.865814,169.039993,171.011536,102.421402,102.385742,149.64975,162.712173,171.092194,172.358047,173.394836,173.691406,44.681412,1,0.56,0,0,0
108,'2015/11/25 23:40:56:481',1,106.683807,100.638664,171.600647,165.758499,169.721512,171.009171,102.372856,102.437096,150.998627,162.555695,177.390045,165.208679,168.265945,173.95813,43.758198,1,0.56,0,0,0
109,'2015/11/25 23:40:56:577',1,106.480606,102.592125,172.463654,164.282578,170.403854,170.9646,102.422745,102.481155,151.863846,162.60759,170.667221,163.514191,169.985138,171.847595,42.920029,1,0.56,0,0,0
110,'2015/11/25 23:40:56:701',1,107.630219,103.692291,173.661774,163.855469,170.872116,170.929001,102.486069,102.510017,152.066467,162.63266,173.136734,163.476913,172.166077,167.380554,42.635933,1,0.56,0,0,0
111,'2015/11/25 23:40:56:833',1,107.272758,101.926033,174.527664,167.784378,171.607956,170.777237,102.639023,102.531792,152.51059,162.610657,173.825546,165.523422,167.39357,167.69696,42.143288,1,0.56,0,0,0
112,'2015/11/25 23:40:57:131',1,111.602753,92.040398,171.538452,169.013321,172.51886,169.49408,102.607079,102.631393,153.196747,159.029541,163.323975,176.081421,171.258652,169.432388,44.992443,1,0.56,0,0,0
113,'2015/11/25 23:40:57:261',1,116.216133,89.174789,171.265305,170.362473,167.95871,168.916595,102.338676,102.646584,153.19902,155.140839,151.366043,174.234253,176.304947,172.001099,48.814213,1,0.56,0,0,0
114,'2015/11/25 23:40:57:384',1,123.343468,94.709541,164.838593,166.353256,166.377365,170.388336,102.305977,102.605721,152.361954,153.912888,137.564209,170.669739,164.231567,164.682617,51.622814,1,0.56,0,0,0
